Proposal Number,Project number,Account Name,Opportunity Name,Confidence,Stage,Probability (%),Close Date,Carnet Assignment,Date of Carnet Assignment,Durée du Projet (Nb. de semaines),Nb. Hrs. Atelier (Sans Contingence),Nb. Hrs. Élec. (Sans Contingence,Nb. Hrs. Gestion,Nb. Hrs. Logiciel (Sans Contingence),Nb. Hrs. Mec. (Sans Contingence),Nb. Hrs. Procédé (Sans Contingence),Nb. Hrs. RC (Sans Contingence),Nb. Hrs. Robot (Sans Contingence),Main Process Type,Secondary Process Type,Third Process Type,SharePoint
5876,,Rolls-Royce Derby,TBF Visual inspection Study (MCRL5),30% Preliminary analysis,Develop R.O.M. Estimate,20,28/06/2019,,,,,,,,,,,,AVI - Blade,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05876&v=search"" target=""_blank"">SharePoint Reference</a>"
5850,,Propulsion Technologies International,Ajout mesure de sections,50% Leading,Develop Budgetary Proposal,30,31/07/2019,,,,,,,,,,,,Adaptive Polishing,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05850&v=search"" target=""_blank"">SharePoint Reference</a>"
5359,,Rolls-Royce Indianapolis,RR-CCAM CMC inspection study,10% Project identified,R.O.M. Submitted,25,1/10/2019,,,,,,,,,,,,Machine Vision & Custom AVI,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05359&v=search"" target=""_blank"">SharePoint Reference</a>"
5634,,Pratt & Whitney East Hartford,One (1) Visual Inspection Robotic System + phases 4 to 8,30% Preliminary analysis,Budgetary Submitted,40,1/11/2019,,,,286,177,682,1260,302,2776,24,172,AVI - Blade,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05634&v=search"" target=""_blank"">SharePoint Reference</a>"
4681,,Rolls-Royce Derby,AVGI for ABCF system #1,75% Choosen,Develop Budgetary Proposal,30,20/12/2019,75% Negotiate/Review ou Projet soumis au calcul de R.O.I.,17/06/2019,,355,276,463,968,409,450,0,211,AVI - Blade,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04681&v=search"" target=""_blank"">SharePoint Reference</a>"
5659,,Rolls-Royce Derby,OGV inspection,10% Project identified,Go/No-Go,10,27/12/2019,,,,,,,,,,,,AVI - Blade,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05659&v=search"" target=""_blank"">SharePoint Reference</a>"
5583,,Pratt & Whitney East Hartford,One (1) Visual Inspection Improvement Retrofit Kit,60% Short listed,Budgetary Submitted,40,31/01/2020,60% Hot Proposal,,22,61,80,94,52,183,248,16,64,AVI - Blade,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05583&v=search"" target=""_blank"">SharePoint Reference</a>"
5875,,Rolls-Royce Derby,TBF blade visual inspection,10% Project identified,Develop R.O.M. Estimate,20,31/01/2020,,,,,,,,,,,,AVI - Blade,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05875&v=search"" target=""_blank"">SharePoint Reference</a>"
5755,,AMRC - Advanced Manufacturing Research Center,AMRC COMBI System + 1 year on site,30% Preliminary analysis,R.O.M. Submitted,25,31/01/2020,,,,,,,,,,,,Profiling,Controlled Polishing,Pin Blending,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05755&v=search"" target=""_blank"">SharePoint Reference</a>"
5660,,Rolls-Royce Derby,Compressor blade inspection study,30% Preliminary analysis,R.O.M. Submitted,25,31/01/2020,,,,,,,,,,,,AVI - Blade,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05660&v=search"" target=""_blank"">SharePoint Reference</a>"
5294,,GEA Bromont,One (1) Rolling Mill Robotic Feeder System R2,100% Closed Won,Closed Won,100,16/03/2018,90% Verbal Agreement ou R.O.I. validé par DODE,26/02/2018,22,290,198,200,0,533,0,48,356,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05294&v=search"" target=""_blank"">SharePoint Reference</a>"
5719,C-05429,Leistritz (Thailand) Ltd.,Garantie et support: One (1) Leading and Trailing Edge Robotic Profiling Systems R5,100% Closed Won,Closed Won,100,2/11/2018,,22/10/2018,,,,,,,,126,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05719&v=search"" target=""_blank"">SharePoint Reference</a>"
5429,,Leistritz (Thailand) Ltd.,One (1) Leading and Trailing Edge Robotic Profiling Systems R5,100% Closed Won,Closed Won,100,2/11/2018,,22/10/2018,23,314,165,257,8,337,740,126,188,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05429&v=search"" target=""_blank"">SharePoint Reference</a>"
5703,,Corfin Industries LLC,Three (3) ROBOTIC LEAD FINISH SYSTEMS (LRT-3000),100% Closed Won,Closed Won,100,24/12/2018,90% Verbal Agreement ou R.O.I. validé par DODE,14/01/2019,30,1391,914,288,0,301,0,50,0,Custom Automation,Custom Automation,Custom Automation,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05703&v=search"" target=""_blank"">SharePoint Reference</a>"
5794,,Corfin Industries LLC,Three (3) ROBOTIC LEAD FINISHING SYSTEMS (LRT-3000),100% Closed Won,Closed Won,100,2/1/2019,90% Verbal Agreement ou R.O.I. validé par DODE,14/01/2019,42,1391,1082,152,0,253,0,50,0,Custom Automation,Custom Automation,Custom Automation,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05794&v=search"" target=""_blank"">SharePoint Reference</a>"
5807,,GFMS Liechti Engineering AG,GFMS Liechti Engineering AG-,10% Project identified,Opportunity GO,15,26/04/2019,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05807&v=search"" target=""_blank"">SharePoint Reference</a>"
5673,,Lufthansa Technik,Trent XWB Fan Blade Recontouring pre-engineering Phase,60% Short listed,Develop Fixed Price Proposal,50,31/05/2019,,,15,138,43,100,0,157,250,0,154,RE-Profiling,Cosmetic Polishing,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05673&v=search"" target=""_blank"">SharePoint Reference</a>"
4799,,GEA Bromont,2 x UltraPolish Repeat,30% Preliminary analysis,R.O.M. Submitted,25,15/08/2019,,19/06/2018,,,,,,,,,,Ultra-Polishing,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04799&v=search"" target=""_blank"">SharePoint Reference</a>"
5360,,BTL (Blades Technology Ltd),One (1) Robotic Polishing & Profiling System,10% Project identified,Opportunity GO,20,30/08/2019,,,,,,,,,,,,Controlled Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05360&v=search"" target=""_blank"">SharePoint Reference</a>"
5866,,Leistritz Turbinenkomponenten Remscheid GmbH,M.L.E. Finishing Pre-Engineering Phase,10% Project identified,Opportunity GO,15,30/08/2019,,,,,,,,,,,,Cosmetic Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05866&v=search"" target=""_blank"">SharePoint Reference</a>"
4938,,BTL (Blades Technology Ltd),Polishing Study - Phase 2 - R2,50% Leading,Proposal Submitted,60,30/08/2019,,,12,0,0,32,0,0,226,0,10,Controlled Polishing,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04938&v=search"" target=""_blank"">SharePoint Reference</a>"
5364,,Turbine Jet,One (1) LE and TE Robotic Profiling System,30% Preliminary analysis,Budgetary Submitted,40,11/9/2019,,,26,289,164,298,180,240,80,224,210,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05364&v=search"" target=""_blank"">SharePoint Reference</a>"
5502,,Safran Aircraft Engines (Queretaro),Etude - Blending joint de colle BA Leap,30% Preliminary analysis,Opportunity GO,15,12/9/2019,,,,,,,,,,,,Weld & A.M. Blending,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05502&v=search"" target=""_blank"">SharePoint Reference</a>"
5164,,GEA Bromont,2 x Pattern Recognition,30% Preliminary analysis,R.O.M. Submitted,25,12/9/2019,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05164&v=search"" target=""_blank"">SharePoint Reference</a>"
5503,,Safran Aircraft Engines (Queretaro),Etude - Polissage composite aube fan Leap,30% Preliminary analysis,Opportunity GO,15,19/09/2019,,,,,,,,,,,,Controlled Polishing,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05503&v=search"" target=""_blank"">SharePoint Reference</a>"
5680,,Pratt & Whitney (PCI) - Columbus,One (1) Robotic Compressor Blade Polishing and Profiling System (2e Unit),30% Preliminary analysis,Budgetary Submitted,40,20/09/2019,,,20,399,180,307,8,459,864,127,242,Controlled Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05680&v=search"" target=""_blank"">SharePoint Reference</a>"
5320,,Turbine Jet,Two (2) Blade Deburring Cells R3,30% Preliminary analysis,Proposal Submitted,60,27/09/2019,,,24,375,257,219,18,311,45,76,544,Deburring,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05320&v=search"" target=""_blank"">SharePoint Reference</a>"
,R-1940,Lufthansa Technik,One (1) Robotic Fan Blade Recontouring System,30% Preliminary analysis,R.O.M. Submitted,25,27/09/2019,,,26,963,155,280,0,346,312,63,290,RE-Profiling,Cosmetic Polishing,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=R-1940&v=search"" target=""_blank"">SharePoint Reference</a>"
4789,,Pratt & Whitney (PCI) - Columbus,Six (6) Robotic Polishing & Profiling Systems,30% Preliminary analysis,R.O.M. Submitted,25,15/10/2019,,,,,,,,,,,,Controlled Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04789&v=search"" target=""_blank"">SharePoint Reference</a>"
5356,,Techjet Airfoils Ltd,One Polishing Cell,30% Preliminary analysis,R.O.M. Submitted,25,15/11/2019,,,,,,,,,,,,Cosmetic Polishing,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05356&v=search"" target=""_blank"">SharePoint Reference</a>"
5816,,Lufthansa Technik,One (1) Trent XWB & Trent 1000 Fan Blade Recontouring System,10% Project identified,Develop R.O.M. Estimate,20,31/12/2019,,,,,,,,,,,,RE-Profiling,Cosmetic Polishing,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05816&v=search"" target=""_blank"">SharePoint Reference</a>"
4811,,GEA Piedmont,Two (2) Robotic Deburring Cells R1,100% Closed Won,Closed Won,100,11/1/2017,90% Verbal Agreement ou R.O.I. validé par DODE,6/2/2017,25,390,381,226,24,606,28,0,640,Deburring,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04811&v=search"" target=""_blank"">SharePoint Reference</a>"
4876,,GEE Greenville (MRO),One (1) Nozzle Polishing System MRO (L645),100% Closed Won,Closed Won,100,17/03/2017,90% Verbal Agreement ou R.O.I. validé par DODE,3/4/2017,32,308,465,545,9,504,951,0,941,Cosmetic Polishing,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04876&v=search"" target=""_blank"">SharePoint Reference</a>"
4912,,GEA Piedmont,Process + Gripper,100% Closed Won,Closed Won,100,15/06/2017,90% Verbal Agreement ou R.O.I. validé par DODE,16/06/2017,,,,57,,,376,,102,Deburring,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04912&v=search"" target=""_blank"">SharePoint Reference</a>"
4798,,GEA Bromont,Two (2) LE Profiling 3rd Generation (CL Version) R3,100% Closed Won,Closed Won,100,10/7/2017,90% Verbal Agreement ou R.O.I. validé par DODE,24/07/2017,30,821,522,240,54,982,0,0,845,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04798&v=search"" target=""_blank"">SharePoint Reference</a>"
5212,,GEA Bromont,Four (4) Booster Blade CNC Loading cells,100% Closed Won,Closed Won,100,30/09/2017,90% Verbal Agreement ou R.O.I. validé par DODE,16/10/2017,38,,438,430,0,1514,0,0,938,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05212&v=search"" target=""_blank"">SharePoint Reference</a>"
5226,,GEA Bromont,1 x Ultra-Polish Washing Add-on,100% Closed Won,Closed Won,100,11/12/2017,90% Verbal Agreement ou R.O.I. validé par DODE,3/11/2017,,34,4,75,0,512,0,24,9,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05226&v=search"" target=""_blank"">SharePoint Reference</a>"
5385,C-05067,Propulsion Technologies International,Garantie - One (1) Robotic Fan Blade LE Repair System R9,100% Closed Won,Closed Won,100,22/12/2017,90% Verbal Agreement ou R.O.I. validé par DODE,8/1/2018,39,,,621,,,,236,,RE-Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05385&v=search"" target=""_blank"">SharePoint Reference</a>"
5067,,Propulsion Technologies International,One (1) Robotic Fan Blade LE Repair System R9,100% Closed Won,Closed Won,100,22/12/2017,90% Verbal Agreement ou R.O.I. validé par DODE,8/1/2018,39,387,564,621,300,762,625,236,402,RE-Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05067&v=search"" target=""_blank"">SharePoint Reference</a>"
5427,C-05294,GEA Bromont,Garantie - One (1) Rolling Mill Robotic Feeder System R2,100% Closed Won,Closed Won,100,16/03/2018,90% Verbal Agreement ou R.O.I. validé par DODE,26/02/2018,22,290,198,200,0,533,0,48,356,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05427&v=search"" target=""_blank"">SharePoint Reference</a>"
5374,,GEA Bromont,Two (2) Profiling cells (One (1) L700 Pro & One (1) L703 Forge) R5,100% Closed Won,Closed Won,100,4/5/2018,90% Verbal Agreement ou R.O.I. validé par DODE,30/04/2018,27,603,409,350,20,774,4,72,688,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05374&v=search"" target=""_blank"">SharePoint Reference</a>"
5515,C-05374,GEA Bromont,Garantie: 2 Profiling cells L700 Pro & L703 Forge R5,100% Closed Won,Closed Won,100,4/5/2018,90% Verbal Agreement ou R.O.I. validé par DODE,30/04/2018,27,603,409,350,20,774,4,72,688,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05515&v=search"" target=""_blank"">SharePoint Reference</a>"
5608,C-05509,GEA Bromont,Garantie de F-05509 - Two (2) LE Profiling 3rd Generation (CL Version),100% Closed Won,Closed Won,100,30/06/2018,90% Verbal Agreement ou R.O.I. validé par DODE,23/07/2018,25,,,165,,,0,60,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05608&v=search"" target=""_blank"">SharePoint Reference</a>"
5509,,GEA Bromont,Two (2) LE Profiling 3rd Generation (CL Version),100% Closed Won,Closed Won,100,30/06/2018,90% Verbal Agreement ou R.O.I. validé par DODE,23/07/2018,25,753,65,165,32,170,0,60,457,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05509&v=search"" target=""_blank"">SharePoint Reference</a>"
5640,C-05605,Corfin Industries LLC,Two (2) ROBOTIC LEAD FINISH SYSTEMS (LRT-3000) R2,100% Closed Won,Closed Won,100,21/09/2018,90% Verbal Agreement ou R.O.I. validé par DODE,24/09/2018,,,,,0,,0,63,,CORFIN LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05640&v=search"" target=""_blank"">SharePoint Reference</a>"
5605,,Corfin Industries LLC,Two (2) ROBOTIC LEAD FINISH SYSTEMS (LRT-3000) R2,100% Closed Won,Closed Won,100,21/09/2018,90% Verbal Agreement ou R.O.I. validé par DODE,24/09/2018,26,1132,665,307,0,307,0,63,120,CORFIN LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05605&v=search"" target=""_blank"">SharePoint Reference</a>"
5853,,AV&R (Démos Client),Démo Profilage Safran Aérobooster,90%  Verbal or written agreement,Negotiation/Review,75,22/02/2019,,,4,3,,18,,15,60,,8,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05853&v=search"" target=""_blank"">SharePoint Reference</a>"
5877,,AV&R (Développement Interne),Développement triblend,10% Project identified,R.O.M. Submitted,25,8/3/2019,,,,,,,,,,,,Tri-Blend,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05877&v=search"" target=""_blank"">SharePoint Reference</a>"
5878,,AV&R (Développement Interne),Développement tip blending,10% Project identified,R.O.M. Submitted,25,8/3/2019,,,,,,,,,,,,Weld & A.M. Blending,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05878&v=search"" target=""_blank"">SharePoint Reference</a>"
5039,Phase1,GKN Aerospace (Orangeburg),Lipskin Robotic Grinding and Pre-polishing Cell (Phase 2) (Line Item 1) R5,100% Closed Won,Closed Won,100,2/5/2017,90% Verbal Agreement ou R.O.I. validé par DODE,15/05/2017,33,,1553,1064,726,2214,554,822,1222,Polishing Non-Attribué,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05039&v=search"" target=""_blank"">SharePoint Reference</a>"
5134,,GKN Aerospace (Orangeburg),Dismantling and Installation Prototype Cell at Orangeburg,100% Closed Won,Closed Won,100,29/09/2017,90% Verbal Agreement ou R.O.I. validé par DODE,2/10/2017,7,,170,101,0,506,0,0,0,Polishing Non-Attribué,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05134&v=search"" target=""_blank"">SharePoint Reference</a>"
5133,,GKN Aerospace (Orangeburg),On-site support Demo Cell at GKN Orangeburg,100% Closed Won,Closed Won,100,29/09/2017,90% Verbal Agreement ou R.O.I. validé par DODE,23/10/2017,7,,0,23,0,0,330,0,132,Polishing Non-Attribué,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05133&v=search"" target=""_blank"">SharePoint Reference</a>"
5165,,CHROMALLOY,Process Assessment - Turbine Blades Pin Removal / Polishing,100% Closed Won,Closed Won,100,13/11/2017,90% Verbal Agreement ou R.O.I. validé par DODE,20/11/2017,8,,22,44,0,56,286,0,0,Pin Blending,Controlled Polishing,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05165&v=search"" target=""_blank"">SharePoint Reference</a>"
5178,,CHROMALLOY,One (1) Compressor Blade Profiling System R4,100% Closed Won,Closed Won,100,20/12/2017,90% Verbal Agreement ou R.O.I. validé par DODE,8/1/2018,26,260,243,182,27,402,287,71,204,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05178&v=search"" target=""_blank"">SharePoint Reference</a>"
5387,C-05178,CHROMALLOY,Garantie - One (1) Compressor Blade Profiling System R4,100% Closed Won,Closed Won,100,20/12/2017,90% Verbal Agreement ou R.O.I. validé par DODE,8/1/2018,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05387&v=search"" target=""_blank"">SharePoint Reference</a>"
4857,,GKN Aerospace (Orangeburg),Lipskin Robotic Grinding and Pre-polishing prototype Cell 1last payment,100% Closed Won,Closed Won,100,26/02/2018,Drop Out,23/10/2017,33,,1553,1064,726,2214,554,822,1222,Cosmetic Polishing,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04857&v=search"" target=""_blank"">SharePoint Reference</a>"
5355,,TECT Power (Utica),Two (2) Robotic Fan Blade Leading Edge Polishing Systems R3,100% Closed Won,Closed Won,100,31/03/2018,90% Verbal Agreement ou R.O.I. validé par DODE,9/4/2018,27,374,355,344,32,585,584,102,438,Cosmetic Polishing,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05355&v=search"" target=""_blank"">SharePoint Reference</a>"
5482,C-05355,TECT Power (Utica),Garantie et support : Two (2) Robotic Fan Blade Leading Edge Polishing Systems R3,100% Closed Won,Closed Won,100,31/03/2018,90% Verbal Agreement ou R.O.I. validé par DODE,9/4/2018,27,374,355,344,32,585,584,102,438,Cosmetic Polishing,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05482&v=search"" target=""_blank"">SharePoint Reference</a>"
5533,,AV&R (Démos Client),Tests Polissage pour GKN Newington,100% Closed Won,Closed Won,100,22/06/2018,100% Approbation du C.E.,26/06/2018,4,2,0,26,0,26,168,0,0,Polishing Non-Attribué,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05533&v=search"" target=""_blank"">SharePoint Reference</a>"
5544,,TECT Power (Utica),Advance training on Brainwave,100% Closed Won,Closed Won,100,27/06/2018,,,,0,0,25,0,0,0,212,0,Cosmetic Polishing,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05544&v=search"" target=""_blank"">SharePoint Reference</a>"
5609,C-05022,Red River College,Garantie F-05022 - One (1) Leading & Trailing Edge Robotic RE-Profiling System R4,100% Closed Won,Closed Won,100,30/06/2018,90% Verbal Agreement ou R.O.I. validé par DODE,6/8/2018,22,,,188,0,,,322,,RE-Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05609&v=search"" target=""_blank"">SharePoint Reference</a>"
